year,brand,model,location,price,mileage,body_type,exterior_colour,interior_colour,door,passenger,transmission,drive_type,displacement,cylinder,fuel
2011,Honda,CR-V,Toronto,"$10,900","118,900",SUV,Silver,Gray,4,5,Automatic,4x4,2.4L,4,Gasoline
2008,Acura,MDX,Toronto,"$3,400","292,000",SUV,Silver,Black,4,7,Automatic,AWD,3.7L,6,Gasoline
2013,Dodge,Grand,Toronto,"$6,900","190,000",Van,Gray,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2007,Ford,Ranger,Toronto,"$7,999","185,000",Truck,Black,Black,4,4,Automatic,4x4,4.0L,6,Gasoline
2016,Ford,Focus,Toronto,"$6,990","167,000",Sedan,Red,Black,4,5,Automatic,FWD,2.0L,4,Flex
2011,Ford,Econoline,Toronto,"$10,990","106,000",Commercial,Red,-,3,2,Automatic,RWD,5.4L,8,Flex
2007,Honda,Ridgeline,Toronto,"$8,999","204,000",Truck,Silver,Gray,4,5,Automatic,4x4,3.5L,6,Gasoline
2015,Subaru,XV,Toronto,"$10,888","173,111",Hatchback,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Hyundai,Santa,Toronto,"$18,995","55,100",Wagon,Silver,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2009,Mercedes-Benz,E-Class,Toronto,"$8,495","228,965",Sedan,Gray,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2018,Chevrolet,Cruze,Toronto,"$16,500","41,263",Sedan,Black,-,4,5,Automatic,FWD,1.6L,4,Diesel
2017,Ford,Escape,Toronto,"$12,995","61,122",SUV,Black,-,4,5,Automatic,FWD,#NAME?,-,Gasoline
2017,Hyundai,Elantra,Toronto,"$14,450","62,000",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Ford,Focus,Toronto,"$11,950","116,000",Sedan,Silver,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Hyundai,Elantra,Toronto,"$16,950","56,000",Sedan,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,BMW,X4,Toronto,"$37,998","41,000",SUV,Black,White,4,5,Automatic,AWD,3.0L,6,Gasoline
2010,Chevrolet,Equinox,Toronto,"$8,499","121,069",SUV,Brown,Brown,4,5,Automatic,FWD,3.0L,6,Gasoline
2009,Toyota,Corolla,Toronto,"$6,995","133,232",Sedan,-,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2012,Dodge,Grand,Toronto,"$6,995","186,887",Van,-,Black,4,7,Automatic,FWD,3.6L,6,Gasoline
2016,Mercedes-Benz,C-Class,Toronto,"$28,995","69,637",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Flex
2018,Mercedes-Benz,C-Class,Toronto,"$37,995","9,768",Sedan,-,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2011,Mazda,Mazda2,Toronto,"$4,995","140,986",Hatchback,Black,Black,4,5,Automatic,FWD,1.5L,4,Gasoline
2018,Honda,Civic,Toronto,"$16,489","31,895",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Mazda,Mazda3,Toronto,"$15,789","40,668",Sedan,Black,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Toyota,Corolla,Toronto,"$12,789","65,786",Sedan,Gray,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2018,Subaru,WRX,Toronto,"$36,880","36,000",Sedan,White,Black,4,5,Manual,AWD,2.5L,4,Gasoline
2012,Infiniti,G25,Toronto,"$9,998","103,753",Sedan,-,-,4,5,Automatic,AWD,2.5L,6,Gasoline
2011,Volkswagen,Jetta,Toronto,$CALL,"95,907",Sedan,Blue,-,4,5,Automatic,FWD,2.5L,5,Gasoline
2016,Cadillac,Escalade,Toronto,"$44,995","130,394",SUV,Black,Black,4,8,Automatic,4x4,6.2L,8,Gasoline
2017,Mercedes-Benz,C-Class,Toronto,"$39,988","67,000",Sedan,White,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2018,Audi,S5,Toronto,"$48,888","24,000",Coupe,Black,Black,2,4,Automatic,AWD,3.0L,6,Gasoline
2017,Audi,Q7,Toronto,"$49,988","29,000",SUV,Tan,Tan,4,7,Automatic,AWD,3.0L,6,Gasoline
2017,Audi,Q7,Toronto,"$38,888","95,000",SUV,Black,Black,4,7,Automatic,AWD,3.0L,6,Gasoline
2018,Audi,Q5,Toronto,"$39,888","65,000",SUV,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Chevrolet,Cruze,Toronto,$CALL,"191,242",Sedan,White,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2007,Nissan,Versa,Toronto,"$3,980","127,000",Sedan,Gray,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Hyundai,Elantra,Toronto,"$19,990","35,318",Sedan,Red,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Lexus,NX,Toronto,"$31,888","40,000",SUV,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2009,Audi,A4,Toronto,"$8,990","176,000",Sedan,Black,Black,4,5,Automatic,AWD,3.2L,6,Gasoline
2016,Subaru,Outback,Toronto,"$19,990","65,000",SUV,Gold,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Chevrolet,Malibu,Toronto,"$16,990","62,000",Sedan,Gray,Black,4,5,Automatic,FWD,2.0L,4,Flex
2015,Buick,Verano,Toronto,"$8,995","57,102",Sedan,White,Gray,4,5,Automatic,FWD,2.4L,4,Gasoline
2012,Chevrolet,Avalanche,Toronto,"$11,999","261,677",Truck,Black,Black,4,5,Automatic,4x4,5.3L,8,Gasoline
2007,Volvo,C70,Toronto,"$5,995","144,474",Convertible,Black,-,2,4,Automatic,FWD,2.5L,5,Gasoline
2011,Cadillac,SRX,Toronto,$CALL,"72,200",SUV,Red,-,4,5,Automatic,AWD,3.0L,6,Gasoline
2008,Cadillac,DTS,Toronto,$CALL,"147,884",Sedan,-,Gray,4,5,Automatic,FWD,4.6L,8,Gasoline
2019,Volkswagen,Jetta,Toronto,"$16,995","32,630",Sedan,Orange,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2019,Buick,Regal,Toronto,"$19,995","32,290",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2019,Chrysler,300,Toronto,"$26,995","66,311",Sedan,White,Black,4,5,Automatic,RWD,3.6L,6,Gasoline
2019,Toyota,Camry,Toronto,$CALL,"29,529",Sedan,Blue,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2007,Toyota,FJ,Toronto,"$15,488","145,000",SUV,Yellow,Black,4,5,Manual,4x4,#NAME?,-,Gasoline
2012,Ford,E-Series,Toronto,"$9,488","212,000",-,White,-,4,2,Automatic,RWD,#NAME?,-,Gasoline
2013,Nissan,NV200,Toronto,"$8,988","120,000",-,Yellow,Gray,5,2,Automatic,FWD,#NAME?,-,Gasoline
2013,Volkswagen,Passat,Toronto,"$8,488","138,000",Sedan,Black,Black,4,5,Automatic,FWD,#NAME?,-,Diesel
2010,BMW,X5,Toronto,"$14,988","193,000",SUV,Black,Brown,4,7,Automatic,AWD,#NAME?,-,Gasoline
2007,BMW,325XIT,Toronto,"$9,488","182,000",-,-,Black,-,5,Manual,AWD,#NAME?,-,Gasoline
2011,Ford,F-150,Toronto,"$10,988","175,000",-,White,-,-,5,Automatic,4x4,#NAME?,-,Gasoline
2008,BMW,X3,Toronto,"$7,888","132,000",SUV,Silver,Black,4,5,Automatic,AWD,#NAME?,-,Gasoline
2010,Honda,Odyssey,Toronto,"$8,988","176,000",-,-,Gray,5,8,Automatic,FWD,#NAME?,-,Gasoline
2014,Hyundai,Sonata,Toronto,"$9,995","77,000",Sedan,-,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2008,Dodge,Grand,Toronto,"$4,580","151,000",Van,Blue,Gray,4,7,Automatic,FWD,3.3L,6,Flex
2016,Toyota,RAV4,Toronto,"$20,999","27,500",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2018,Ford,Focus,Toronto,$CALL,"29,478",Hatchback,Red,-,4,5,Manual,FWD,2.0L,4,Gasoline
2016,Ford,F-150,Toronto,$CALL,"63,899",Truck,Black,-,4,-,Automatic,4x4,5.0L,8,Gasoline
2017,Honda,Civic,Toronto,"$19,888","66,600",Sedan,-,-,4,5,Automatic,FWD,1.5L,4,Gasoline
2017,BMW,X5,Toronto,"$50,160","42,289",SUV,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2020,BMW,X3,Toronto,"$52,710","12,499",SUV,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,BMW,3,Toronto,"$49,960","18,178",Sedan,White,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2020,BMW,5,Toronto,"$83,960","16,560",Sedan,White,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2016,BMW,X5,Toronto,"$63,460","21,032",SUV,Gray,Black,4,5,Automatic,AWD,4.4L,8,Gasoline
2016,BMW,2,Toronto,"$28,460","95,342",Coupe,White,Red,2,4,Manual,RWD,3.0L,6,Gasoline
2017,BMW,2,Toronto,"$39,960","40,660",Coupe,Gray,Red,2,4,Automatic,AWD,3.0L,6,Gasoline
2015,Jeep,Wrangler,Toronto,"$27,500","36,764",SUV,White,Gray,2,4,-,4x4,3.6L,6,Gasoline
2016,Mercedes-Benz,CLA,Toronto,"$25,988","19,000",Sedan,Red,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2019,Honda,Civic,Toronto,"$21,988","15,370",Sedan,-,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Kia,Soul,Toronto,"$12,888","69,910",Sedan,Blue,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Hyundai,Elantra,Toronto,"$16,610","40,480",Sedan,Black,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2016,Honda,Accord,Toronto,"$17,999","111,000",Sedan,-,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2016,Subaru,Outback,Toronto,"$19,999","75,000",Wagon,-,Black,4,5,Manual,AWD,2.5L,4,Gasoline
2015,Ford,Mustang,Toronto,"$22,999","108,000",Coupe,-,-,2,4,Automatic,RWD,2.3L,4,Gasoline
2011,Acura,MDX,Toronto,"$12,995","217,471",SUV,-,Black,4,7,Automatic,AWD,3.7L,6,Gasoline
2012,Jeep,Grand,Toronto,"$11,995","206,333",SUV,-,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2014,Ford,Edge,Toronto,"$13,995","150,965",SUV,-,-,4,5,Automatic,AWD,3.5L,6,Gasoline
2018,Jeep,Grand,Toronto,"$36,999","13,220",SUV,White,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2019,Jeep,Grand,Toronto,"$38,900","37,140",SUV,-,-,4,5,Automatic,4x4,3.6L,6,Gasoline
2018,Honda,Civic,Toronto,"$19,495","33,509",Sedan,Blue,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Honda,Odyssey,Toronto,"$37,995","37,402",Van,White,-,4,8,Automatic,FWD,3.5L,6,Gasoline
2013,Honda,Civic,Toronto,"$7,495","181,097",Sedan,Black,Black,2,5,Automatic,FWD,1.8L,4,Gasoline
2019,Toyota,Camry,Toronto,"$24,995","31,803",Sedan,-,-,2,5,Automatic,FWD,2.5L,4,Gasoline
2019,Honda,CR-V,Toronto,"$28,995","34,198",SUV,-,-,2,5,Automatic,AWD,1.5L,4,Gasoline
2014,Jeep,Wrangler,Toronto,"$26,995","67,063",SUV,Gray,Black,2,4,Manual,4x4,3.6L,6,Gasoline
2014,Jeep,Compass,Toronto,"$10,995","93,740",SUV,Silver,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2018,Jeep,Wrangler,Toronto,"$28,895","15,504",SUV,Gray,Black,2,4,Manual,4x4,3.6L,6,Gasoline
2017,Volkswagen,Jetta,Toronto,"$34,150","119,440",Sedan,White,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Volkswagen,Arteon,Toronto,$CALL,150,Sedan,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2020,Volkswagen,Golf,Toronto,$CALL,12,Sedan,White,-,4,5,Automatic,FWD,1.4L,4,Gasoline
2020,Volkswagen,Tiguan,Toronto,$CALL,9,SUV,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Kia,Soul,Toronto,"$14,995","56,800",Hatchback,White,Black,4,5,Automatic,FWD,2.0L,4,Gasoline
2007,Ford,F-150,Toronto,"$4,000","200,125",Truck,-,-,2,5,Automatic,RWD,4.6L,8,Flex
2018,Mercedes-Benz,GLC,Toronto,"$55,888","30,500",SUV,Gray,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2010,BMW,1,Toronto,"$11,888","201,980",Convertible,Black,-,2,4,Automatic,RWD,3.0L,6,Gasoline
2017,Hyundai,Elantra,Toronto,"$15,888","65,600",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2011,Audi,A4,Toronto,"$12,888","152,600",Sedan,Red,-,4,5,Manual,AWD,2.0L,4,Gasoline
2011,Mercedes-Benz,C-Class,Toronto,"$11,999","129,600",Sedan,White,-,4,5,Automatic,AWD,3.0L,6,Gasoline
2016,Audi,Q3,Toronto,"$21,888","59,600",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Maserati,Levante,Toronto,"$79,888","18,550",SUV,White,Red,4,5,Automatic,AWD,3.0L,6,Gasoline
2015,Jeep,Patriot,Toronto,$CALL,"94,814",SUV,Black,Gray,4,5,Automatic,4x4,2.4L,4,Gasoline
2011,Hyundai,Sonata,Toronto,"$7,995","138,267",Sedan,White,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2010,Cadillac,Escalade,Toronto,"$18,995","135,260",SUV,Black,Black,4,8,Automatic,AWD,6.2L,8,Flex
2012,Toyota,Highlander,Toronto,"$19,995","118,116",SUV,-,Black,4,7,Automatic,4x4,3.5L,6,Gasoline
2013,Subaru,Impreza,Toronto,"$12,995","97,000",Hatchback,Silver,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2018,Subaru,WRX,Toronto,"$35,995","27,000",Sedan,Blue,Black,4,5,Manual,AWD,2.5L,4,Gasoline
2014,Subaru,Outback,Toronto,"$15,995","96,000",Wagon,Red,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2016,Land,Rover,Toronto,"$43,900","78,072",SUV,White,Black,4,7,Automatic,4x4,3.0L,6,Diesel
2018,Honda,Civic,Toronto,"$17,900","40,051",Hatchback,White,Black,4,5,Manual,FWD,1.5L,4,Gasoline
2016,Honda,Odyssey,Toronto,"$21,995","71,340",Van,Gray,Black,4,8,Automatic,FWD,3.5L,6,Gasoline
2016,Honda,Odyssey,Toronto,"$20,920","94,333",Van,Gray,Black,4,8,Automatic,FWD,3.5L,6,Gasoline
2017,Honda,CR-V,Toronto,"$26,995","38,234",SUV,White,Black,4,5,Automatic,AWD,1.5L,4,Gasoline
2015,Toyota,RAV4,Toronto,"$19,403","30,446",SUV,-,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2008,Lamborghini,Gallardo,Toronto,"$98,999","123,000",Convertible,White,White,2,2,Automatic,AWD,5.0L,10,Gasoline
2010,Ford,Escape,Toronto,"$9,995","132,277",SUV,Red,Tan,4,5,Automatic,4x4,3.0L,6,Gasoline
2012,GMC,Terrain,Toronto,"$15,888","94,256",SUV,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2016,Mazda,Mazda3,Toronto,"$15,988","93,963",Sedan,Black,-,4,5,Automatic,FWD,2.5L,4,Gasoline
2017,Mazda,CX-5,Toronto,"$23,988","105,283",SUV,Gray,-,4,5,Automatic,AWD,2.5L,4,Gasoline
2010,Mazda,Mazda3,Toronto,"$2,998","254,640",Sedan,Gray,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2009,Mazda,Mazda3,Toronto,"$3,495","154,632",Sedan,Black,Black,4,5,Automatic,FWD,2.3L,4,Gasoline
2018,Mazda,CX-5,Toronto,"$24,998","18,547",SUV,Blue,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2009,Chevrolet,Express,Toronto,"$8,488","180,000",Commercial,White,Gray,3,2,Automatic,RWD,4.8L,8,Gasoline
2009,Chevrolet,Silverado,Toronto,"$24,999","150,000",Truck,Black,Black,4,5,Automatic,4x4,6.6L,8,Diesel
2004,Ford,Super,Toronto,"$17,999","99,000",Truck,White,-,4,6,Automatic,RWD,6.0L,8,Diesel
2016,Toyota,Corolla,Toronto,"$12,650","52,246",Sedan,White,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2019,Volkswagen,Jetta,Toronto,"$24,988","44,636",Sedan,White,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2012,Honda,Civic,Toronto,"$9,950","178,000",Coupe,-,-,2,5,Manual,FWD,2.4L,4,Gasoline
2013,GMC,Yukon,Toronto,"$24,888","116,258",SUV,White,Tan,4,8,Automatic,AWD,#NAME?,-,Flex
2009,Dodge,Grand,Toronto,"$4,995","227,000",Van,Gray,Gray,4,7,Automatic,FWD,3.3L,6,Gasoline
2017,Ford,Escape,Toronto,$CALL,"55,577",SUV,Gray,Gray,4,5,Automatic,FWD,1.5L,4,Gasoline
2016,Ford,Focus,Toronto,$CALL,"27,926",Hatchback,Black,Black,4,5,-,FWD,2.0L,4,Gasoline
2014,Volkswagen,Golf,Toronto,$CALL,"106,842",Sedan,White,-,4,5,Automatic,FWD,2.5L,5,Gasoline
2017,Ford,Super,Toronto,"$23,900","252,000",Truck,White,Gray,4,-,Automatic,4x4,6.2L,8,Gasoline
2019,Honda,Pilot,Toronto,"$41,985","31,721",SUV,-,-,4,8,Automatic,AWD,3.5L,6,Gasoline
2016,Honda,CR-V,Toronto,"$18,388","105,003",SUV,-,-,4,5,Automatic,AWD,2.4L,4,Gasoline
2016,Honda,Civic,Toronto,$CALL,,Sedan,-,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2018,Hyundai,Tucson,Toronto,$CALL,"15,632",SUV,-,-,4,5,Automatic,AWD,2.0L,4,Gasoline
2006,Honda,Civic,Toronto,$CALL,"345,163",Sedan,-,-,4,5,Automatic,FWD,1.8L,4,Gasoline
2017,Mercedes-Benz,GLC,Toronto,"$32,888","107,782",SUV,Gray,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Lexus,IS,Toronto,"$28,888","70,292",Sedan,Red,Black,4,5,Automatic,AWD,3.5L,6,Gasoline
2014,Audi,S5,Toronto,"$36,888","73,951",Convertible,-,Black,2,4,Automatic,AWD,3.0L,6,Gasoline
2010,Hyundai,Tucson,Toronto,"$6,999","184,000",SUV,White,Black,4,5,Automatic,AWD,2.4L,4,Gasoline
2011,Volkswagen,Jetta,Toronto,"$4,995","221,000",Sedan,White,Black,4,5,Automatic,FWD,2.5L,5,Gasoline
2002,Toyota,Corolla,Toronto,"$2,495","215,000",Sedan,-,Gray,4,5,Automatic,FWD,1.8L,4,Gasoline
2015,BMW,X5,Toronto,"$27,980","89,324",SUV,White,-,4,5,Automatic,AWD,3.0L,6,Gasoline
2012,Mercedes-Benz,CLS-Class,Toronto,"$32,980","86,763",Sedan,Black,Black,4,4,Automatic,RWD,5.5L,8,Gasoline
2018,Volkswagen,Atlas,Toronto,"$35,450","60,070",SUV,Gray,-,2,7,Automatic,AWD,3.6L,6,Gasoline
2015,Buick,Verano,Toronto,"$15,815","45,262",Sedan,-,-,2,5,Automatic,FWD,2.4L,4,Gasoline
2017,Nissan,Rogue,Toronto,"$19,600","48,871",SUV,Black,-,2,5,Automatic,AWD,2.5L,4,Gasoline
2016,Cadillac,ATS,Toronto,"$25,700","22,129",Sedan,White,Black,2,5,Automatic,AWD,2.0L,4,Gasoline
2013,Chevrolet,Express,Toronto,"$14,995","273,000",-,White,Gray,3,2,Automatic,RWD,#NAME?,8,Diesel
2013,Ford,Focus,Toronto,"$6,495","167,000",Sedan,Black,Gray,4,5,Automatic,FWD,2.0L,4,Flex
2007,Ford,F-550,Toronto,"$12,400","230,000",-,White,Gray,4,6,Automatic,4x4,#NAME?,8,Diesel
2009,Ford,F-550,Toronto,"$16,400","280,000",-,White,Gray,4,6,Automatic,4x4,#NAME?,8,Diesel
2009,Ford,E350,Toronto,"$19,400","240,000",-,White,Gray,2,2,Manual,-,#NAME?,8,Gasoline
2007,GMC,C5500,Toronto,"$19,400","209,000",-,White,Gray,2,2,Automatic,RWD,#NAME?,8,Diesel
1998,GMC,C8500,Toronto,"$12,400","190,000",-,White,Gray,2,2,Manual,RWD,#NAME?,6,Diesel
2011,Toyota,4Runner,Toronto,"$14,995","308,000",SUV,Black,Black,4,5,Automatic,4x4,4.0L,6,Gasoline
2010,Dodge,Grand,Toronto,"$2,499",210,-,White,Gray,5,2,Automatic,RWD,#NAME?,6,Gasoline
2012,Ford,E350,Toronto,"$10,900","290,000",-,White,Gray,2,8,Automatic,RWD,#NAME?,8,Gasoline
2014,Subaru,XV,Toronto,"$16,488","89,000",SUV,Black,Black,5,5,Automatic,AWD,2.0L,4,Gasoline
2017,Subaru,Forester,Toronto,"$19,488","54,035",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2017,Subaru,Impreza,Toronto,"$21,888","55,343",Hatchback,Blue,Gray,5,5,Automatic,AWD,2.0L,4,Gasoline
2017,Subaru,Impreza,Toronto,"$19,488","49,392",Hatchback,Red,Black,5,5,Automatic,AWD,2.0L,4,Gasoline
2015,BMW,X5,Toronto,"$28,880","128,000",SUV,Black,Brown,4,5,Automatic,AWD,3.0L,6,Diesel
2015,Mazda,CX-9,Toronto,$CALL,"55,000",SUV,Black,Black,4,7,Automatic,AWD,3.7L,6,Gasoline
2013,Toyota,RAV4,Toronto,$CALL,"135,000",SUV,Gray,Black,4,5,Automatic,AWD,2.5L,4,Gasoline
2013,GMC,Sierra,Toronto,$CALL,"173,000",Truck,Black,Black,4,6,Automatic,4x4,4.8L,8,Flex
2014,Volkswagen,Golf,Toronto,"$14,995","75,984",Wagon,White,Black,5,5,Manual,FWD,2.0L,4,Diesel
2017,Jaguar,XE,Toronto,"$26,999","35,000",Sedan,White,Black,4,5,Automatic,AWD,2.0L,4,Diesel
2017,BMW,X5,Toronto,"$33,900","70,000",SUV,Black,Brown,4,7,Automatic,AWD,3.0L,6,Gasoline
2008,Pontiac,Vibe,Toronto,"$1,200","299,999",Hatchback,White,-,-,5,Manual,FWD,#NAME?,-,Gasoline
2013,Honda,Accord,Toronto,$CALL,"163,415",Sedan,Black,-,4,5,Automatic,FWD,2.4L,4,Gasoline
2007,Dodge,Caravan,Toronto,$CALL,,Van,-,-,4,7,Automatic,FWD,3.3L,6,Gasoline
2014,Hyundai,Santa,Toronto,"$16,450","127,000",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Subaru,Forester,Toronto,"$15,450","122,000",SUV,Silver,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Honda,HR-V,Toronto,"$16,950","129,000",SUV,White,Black,4,5,Automatic,AWD,1.8L,4,Gasoline
2017,Lexus,NX,Toronto,"$25,950","133,000",SUV,White,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2017,Lexus,RX,Toronto,"$43,999","77,100",SUV,White,Red,4,5,Automatic,AWD,3.5L,6,Gasoline
2017,Audi,A4,Toronto,"$22,999","83,100",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Audi,A6,Toronto,"$26,888","80,434",Sedan,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2016,Audi,A6,Toronto,"$19,995","149,480",Sedan,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2015,Mercedes-Benz,GL-Class,Toronto,"$31,888","132,327",SUV,Gray,Brown,4,7,Automatic,AWD,3.0L,6,Diesel
2017,Mercedes-Benz,C-Class,Toronto,"$33,888","18,054",Coupe,White,Red,2,4,Automatic,AWD,2.0L,4,Gasoline
2016,Mercedes-Benz,GLE,Toronto,"$35,888","50,739",SUV,Gray,Brown,4,5,Automatic,AWD,3.0L,6,Gasoline
2017,Mercedes-Benz,C-Class,Toronto,"$41,777","47,322",Sedan,Blue,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2017,BMW,X5,Toronto,"$31,888","123,132",SUV,Black,Brown,4,5,Automatic,AWD,3.0L,6,Diesel
2018,Audi,Q5,Toronto,"$35,488","75,871",SUV,-,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2015,Mercedes-Benz,C-Class,Toronto,"$23,888","114,554",Sedan,Silver,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2009,Infiniti,G37,Toronto,"$7,999","236,233",Sedan,White,Gray,4,5,Automatic,AWD,3.7L,6,Gasoline
2009,Honda,Fit,Toronto,"$5,999","218,019",Hatchback,Red,Gray,4,5,Manual,FWD,1.5L,4,Gasoline
2017,Mercedes-Benz,GLE,Toronto,"$41,995","61,105",SUV,Black,Black,4,5,Automatic,AWD,3.0L,6,Gasoline
2013,Nissan,Rogue,Toronto,"$13,995","61,855",SUV,White,Black,4,5,Automatic,FWD,2.5L,4,Gasoline
2016,Volvo,S60,Toronto,"$23,880","19,000",Sedan,Blue,-,4,5,Automatic,FWD,2.0L,4,Gasoline
2017,Volvo,S60,Toronto,"$24,880","61,000",Sedan,Black,Black,4,5,Automatic,AWD,2.0L,4,Gasoline
2016,Volvo,XC90,Toronto,"$39,880","18,000",SUV,White,-,4,7,Automatic,AWD,2.0L,4,Gasoline
2017,Nissan,Altima,Toronto,$CALL,"143,410",Sedan,White,Gray,4,5,Automatic,FWD,2.5L,4,Gasoline
2013,Dodge,Dart,Toronto,$CALL,"184,360",Sedan,Silver,Gray,4,5,Automatic,FWD,1.4L,4,Gasoline
2013,Mercedes-Benz,C-Class,Toronto,$CALL,"155,792",Sedan,Black,Black,4,5,Automatic,4x4,3.5L,6,Gasoline
2013,Ford,Escape,Toronto,$CALL,"166,498",SUV,Silver,Gray,4,5,Automatic,4x4,2.0L,4,Gasoline
2013,Audi,A4,Toronto,$CALL,"128,134",Wagon,Black,Brown,4,5,Automatic,4x4,2.0L,4,Gasoline
2017,Ford,Escape,Toronto,$CALL,"129,391",SUV,Silver,Gray,4,5,Automatic,FWD,1.5L,4,Gasoline
2014,Ford,F-150,Toronto,$CALL,"219,737",Truck,White,Gray,4,6,Automatic,RWD,5.0L,8,Flex
2019,Dodge,Journey,Toronto,$CALL,"27,446",SUV,Black,Black,4,5,Automatic,4x4,3.6L,6,Gasoline
2017,Ram,1500,Toronto,$CALL,"123,119",Truck,Blue,Gray,4,6,Automatic,4x4,3.6L,6,Flex
2014,Hyundai,Santa,Toronto,$CALL,"125,075",SUV,White,Gray,4,5,Automatic,AWD,2.4L,4,Gasoline
2017,Hyundai,Elantra,Toronto,$CALL,"70,562",Sedan,White,Gray,4,5,Automatic,FWD,2.0L,4,Gasoline
2013,Chevrolet,Malibu,Toronto,$CALL,"125,062",Sedan,Silver,Black,4,5,Automatic,FWD,2.4L,4,Gasoline
2014,Hyundai,Equus,Toronto,"$22,995","47,406",Sedan,White,Black,4,5,Automatic,RWD,5.0L,8,Gasoline
2016,Ford,F-150,Toronto,"$27,988","110,235",Truck,Black,Gray,4,-,Automatic,4x4,3.5L,6,Gasoline
2014,Chevrolet,Cruze,Toronto,"$7,300","126,126",Sedan,Black,Black,4,5,Automatic,FWD,1.4L,4,Gasoline
2015,Ford,Explorer,Toronto,"$10,500","206,125",SUV,Black,Black,4,5,Automatic,4x4,3.7L,6,Gasoline
2020,Lexus,RX,Toronto,"$67,095",,SUV,White,-,4,5,Automatic,AWD,3.5L,6,Gasoline
